code,name_fr,etb_code,institution_fr,min1,min1_status,min2,min2_status,min3,min3_status,page
A00LAL03,SCIENCES ET TECHNOLOGIES,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
A00TCL01,SCIENCES ET TECHNOLOGIES,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
A05TCL01,GENIE CIVIL,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
A08TCL01,GENIE DES PROCEDES,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
A12LAL02,HYDRAULIQUE,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
A16LAN01,ELECTROTECHNIQUE (ENERGIES RENOUVELABLES),E13,UNIV. BISKRA,11.83,value,,not_applicable,,not_applicable,11
A16TCL01,ELECTROTECHNIQUE,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
A19TCL01,GENIE MECANIQUE,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
B00LAL01,SCIENCES DE LA MATIERE,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
B02FPN01,PHYSIQUE (FORMATIONS PROFESSIONNALISANTES),E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,11
C01LAL01,INFORMATIQUE,E13,UNIV. BISKRA,10.75,value,11.23,value,,not_applicable,11
C01TCL01,INFORMATIQUE,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
C02FPN01,MATHEMATIQUES (FORMATIONS PROFESSIONNALISANTES),E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
C02LAL01,MATHEMATIQUES,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
D03TCL01,SCIENCES AGRONOMIQUES,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
E03LAL03,GEOLOGIE,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,11
F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E13,UNIV. BISKRA,10.0,value,10.0,value,10.08,value,11
G01LAL01,SCIENCES POLITIQUES,E13,UNIV. BISKRA,,NC,,NC,,NC,11
G02LAL03,DROIT,E13,UNIV. BISKRA,,NC,,NC,,NC,12
H01LAL01,LANGUE FRANCAISE,E13,UNIV. BISKRA,,NC,,NC,,NC,12
H06LAL01,LANGUE ANGLAISE,E13,UNIV. BISKRA,11.28,value,12.03,value,12.86,value,12
I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,E13,UNIV. BISKRA,10.52,value,,not_applicable,,not_applicable,12
I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,12
I17LAL01,SCIENCES HUMAINES,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,12
I19LAL01,SCIENCES SOCIALES,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,12
J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,12
L00LAL02,LANGUE ET LITTERATURE ARABES,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,12
N01LAL01,GESTION DES TECHNIQUES URBAINES,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,12
N02FPN03,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,12
N04LAL01,URBANISME,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,12
N05IAL01,ARCHITECTURE,E13,UNIV. BISKRA,,NC,,not_applicable,,not_applicable,12
P04VAL01,SCIENCES VETERINAIRES,E13,UNIV. BISKRA,,NC,,NC,,not_applicable,12
A00LAL01,SCIENCES ET TECHNOLOGIES,U11,UNIV. BECHAR,,NC,,not_applicable,,not_applicable,12
A00TCL03,SCIENCES ET TECHNOLOGIES,U11,UNIV. BECHAR,,NC,,not_applicable,,not_applicable,12
B00LAL01,SCIENCES DE LA MATIERE,U11,UNIV. BECHAR,,NC,,not_applicable,,not_applicable,12
C01LAL01,INFORMATIQUE,U11,UNIV. BECHAR,10.98,value,10.89,value,,not_applicable,12
C01TCL03,INFORMATIQUE,U11,UNIV. BECHAR,,NC,,NC,,not_applicable,12
C02LAL01,MATHEMATIQUES,U11,UNIV. BECHAR,,NC,,NC,,not_applicable,12
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,U11,UNIV. BECHAR,,NC,,NC,,not_applicable,12
D03TCL01,SCIENCES AGRONOMIQUES,U11,UNIV. BECHAR,,NC,,NC,,not_applicable,12
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U11,UNIV. BECHAR,10.0,value,10.4,value,11.51,value,12
G01LAL02,SCIENCES POLITIQUES,U11,UNIV. BECHAR,,NC,,NC,,NC,13
G02LAL01,DROIT,U11,UNIV. BECHAR,,NC,,NC,,NC,13
H01LAL01,LANGUE FRANCAISE,U11,UNIV. BECHAR,11.27,value,12.06,value,12.95,value,13
H06LAL01,LANGUE ANGLAISE,U11,UNIV. BECHAR,12.39,value,13.69,value,14.37,value,13
I17LAL01,SCIENCES HUMAINES,U11,UNIV. BECHAR,,NC,,NC,,not_applicable,13
I19LAL01,SCIENCES SOCIALES,U11,UNIV. BECHAR,,NC,,NC,,not_applicable,13
L00LAL01,LANGUE ET LITTERATURE ARABES,U11,UNIV. BECHAR,10.33,value,11.16,value,,not_applicable,13
N02FPN08,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),U11,UNIV. BECHAR,,NC,,not_applicable,,not_applicable,13
N04LAL01,URBANISME,U11,UNIV. BECHAR,,NC,,not_applicable,,not_applicable,13
N05IAL01,ARCHITECTURE,U11,UNIV. BECHAR,,NC,,not_applicable,,not_applicable,13
A00CAN05,FB ST ECOLE NATIONALE SUPERIEURE D HYDRAULIQUE BLIDA,H15,ECOLE NATIONALE SUPERIEURE HYDRAULIQUE BLIDA,14.64,value,,not_applicable,,not_applicable,13
A00LAL04,SCIENCES ET TECHNOLOGIES,C39,UNIV. BLIDA 1,10.55,value,,not_applicable,,not_applicable,13
A00TCL02,SCIENCES ET TECHNOLOGIES,C39,UNIV. BLIDA 1,13.91,value,,not_applicable,,not_applicable,13
A05TCL01,GENIE CIVIL,C39,UNIV. BLIDA 1,12.58,value,,not_applicable,,not_applicable,13
A06LAN01,AERONAUTIQUE,C39,UNIV. BLIDA 1,15.74,value,,not_applicable,,not_applicable,13
A08TCL01,GENIE DES PROCEDES,C39,UNIV. BLIDA 1,,NC,,not_applicable,,not_applicable,13
A09IAN02,ENERGIES RENOUVELABLES (CONVERSION THERMIQUE),C39,UNIV. BLIDA 1,13.69,value,,not_applicable,,not_applicable,13
A09IAN03,ENERGIES RENOUVELABLES (CONVERSION PHOTOVOLTAIQUE),C39,UNIV. BLIDA 1,13.98,value,,not_applicable,,not_applicable,13
A16TCL01,ELECTROTECHNIQUE,C39,UNIV. BLIDA 1,11.16,value,,not_applicable,,not_applicable,13
A19TCL01,GENIE MECANIQUE,C39,UNIV. BLIDA 1,12.04,value,,not_applicable,,not_applicable,13
B00LAL03,SCIENCES DE LA MATIERE,C39,UNIV. BLIDA 1,10.4,value,,not_applicable,,not_applicable,13
C01LAL01,INFORMATIQUE,C39,UNIV. BLIDA 1,14.01,value,14.71,value,,not_applicable,13
C01TCL02,INFORMATIQUE,C39,UNIV. BLIDA 1,15.38,value,16.15,value,,not_applicable,13
C02LAL01,MATHEMATIQUES,C39,UNIV. BLIDA 1,10.97,value,11.71,value,,not_applicable,14
D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,C39,UNIV. BLIDA 1,10.86,value,11.64,value,,not_applicable,14
D03TCL01,SCIENCES AGRONOMIQUES,C39,UNIV. BLIDA 1,11.75,value,12.59,value,,not_applicable,14
N04LAL01,URBANISME,C39,UNIV. BLIDA 1,13.59,value,,not_applicable,,not_applicable,14
N05IAL01,ARCHITECTURE,C39,UNIV. BLIDA 1,14.65,value,,not_applicable,,not_applicable,14
P04VAL01,SCIENCES VETERINAIRES,C39,UNIV. BLIDA 1,14.21,value,14.97,value,,not_applicable,14
D07TPN02,SCIENCES ALIMENTAIRES (FORMATIONS PROFESSIONNALISANTES),C47,UNIV. BLIDA 1 I.S.T.A,13.97,value,14.69,value,,not_applicable,14
F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",C40,UNIV. BLIDA 2,,NC,,NC,,NC,14
G01LAL01,SCIENCES POLITIQUES,C40,UNIV. BLIDA 2,,NC,,NC,,NC,14
G02LAL02,DROIT,C40,UNIV. BLIDA 2,,NC,,NC,,NC,14
H01LAL01,LANGUE FRANCAISE,C40,UNIV. BLIDA 2,11.09,value,11.9,value,12.64,value,14
H03IAL09,TRADUCTION/INTERPRETARIAT ARABE/FRANCAIS/ANGLAIS,C40,UNIV. BLIDA 2,,NC,,NC,,not_applicable,14
H06LAL01,LANGUE ANGLAISE,C40,UNIV. BLIDA 2,12.31,value,13.13,value,14.05,value,14
H07LAL01,LANGUE ITALIENNE,C40,UNIV. BLIDA 2,10.07,value,10.81,value,11.57,value,14
I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,C40,UNIV. BLIDA 2,,NC,,not_applicable,,not_applicable,14
I17LAL01,SCIENCES HUMAINES,C40,UNIV. BLIDA 2,,NC,,NC,,not_applicable,14
I19LAL01,SCIENCES SOCIALES,C40,UNIV. BLIDA 2,,NC,,NC,,not_applicable,14
L00LAL02,LANGUE ET LITTERATURE ARABES,C40,UNIV. BLIDA 2,10.0,value,10.38,value,,not_applicable,14
A00LAL02,SCIENCES ET TECHNOLOGIES,E27,UNIV BOUIRA,10.51,value,,not_applicable,,not_applicable,14
A05TCL01,GENIE CIVIL,E27,UNIV BOUIRA,12.62,value,,not_applicable,,not_applicable,14
A08TCL01,GENIE DES PROCEDES,E27,UNIV BOUIRA,10.84,value,,not_applicable,,not_applicable,14
A16TCL01,ELECTROTECHNIQUE,E27,UNIV BOUIRA,10.81,value,,not_applicable,,not_applicable,14
A19TCL01,GENIE MECANIQUE,E27,UNIV BOUIRA,11.36,value,,not_applicable,,not_applicable,14
B00LAL01,SCIENCES DE LA MATIERE,E27,UNIV BOUIRA,,NC,,not_applicable,,not_applicable,15
C01LAL02,INFORMATIQUE,E27,UNIV BOUIRA,12.74,value,13.36,value,,not_applicable,15
C02LAL02,MATHEMATIQUES,E27,UNIV BOUIRA,,NC,,NC,,not_applicable,15
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,E27,UNIV BOUIRA,10.75,value,11.89,value,,not_applicable,15
D03TCL01,SCIENCES AGRONOMIQUES,E27,UNIV BOUIRA,,NC,,NC,,not_applicable,15
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E27,UNIV BOUIRA,10.31,value,11.44,value,12.81,value,15
F02LAL01,NEGOCIATION ET TECHNOLOGIE FINANCIERE,E27,UNIV BOUIRA,10.02,value,,not_applicable,,not_applicable,15
F04LAL01,TRADING ET LES MARCHES FINANCIERS,E27,UNIV BOUIRA,10.09,value,,not_applicable,,not_applicable,15
G02LAL03,DROIT,E27,UNIV BOUIRA,,NC,,NC,,NC,15
H06LAL02,LANGUE ANGLAISE,E27,UNIV BOUIRA,13.24,value,,none_assigned,15.16,value,15
I17LAL03,SCIENCES HUMAINES,E27,UNIV BOUIRA,,NC,,NC,,not_applicable,15
I19LAL01,SCIENCES SOCIALES,E27,UNIV BOUIRA,,NC,,NC,,not_applicable,15
I20LAL02,SCIENCES ISLAMIQUES,E27,UNIV BOUIRA,10.67,value,11.44,value,,not_applicable,15
J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,E27,UNIV BOUIRA,10.29,value,,not_applicable,,not_applicable,15
L00LAL02,LANGUE ET LITTERATURE ARABES,E27,UNIV BOUIRA,,NC,,NC,,not_applicable,15
M00LAL01,LANGUE ET CULTURE AMAZIGHES,E27,UNIV BOUIRA,,NC,,NC,,not_applicable,15
A08TPN01,GENIE DES PROCEDES (FORMATIONS PROFESSIONNALISANTES),C48,UNIV. BOUIRA – I.S.T.A,12.39,value,13.19,value,,not_applicable,15
A12TPN01,HYDRAULIQUE (FORMATIONS PROFESSIONNALISANTES),C48,UNIV. BOUIRA – I.S.T.A,11.51,value,12.35,value,,not_applicable,15
A00LAL01,SCIENCES ET TECHNOLOGIES,C31,UNIV. TAMANGHASSET,,NC,,not_applicable,,not_applicable,15
A05TCL01,GENIE CIVIL,C31,UNIV. TAMANGHASSET,,NC,,not_applicable,,not_applicable,15
A16TCL01,ELECTROTECHNIQUE,C31,UNIV. TAMANGHASSET,,NC,,not_applicable,,not_applicable,15
A19TCL01,GENIE MECANIQUE,C31,UNIV. TAMANGHASSET,,NC,,not_applicable,,not_applicable,15
B00LAL02,SCIENCES DE LA MATIERE,C31,UNIV. TAMANGHASSET,,NC,,not_applicable,,not_applicable,15
C01LAL01,INFORMATIQUE,C31,UNIV. TAMANGHASSET,10.04,value,10.07,value,,not_applicable,16
C02LAL01,MATHEMATIQUES,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
E03LAL02,GEOLOGIE,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",C31,UNIV. TAMANGHASSET,,NC,,NC,,NC,16
G01LAL03,SCIENCES POLITIQUES,C31,UNIV. TAMANGHASSET,,NC,,NC,,NC,16
G02LAL01,DROIT,C31,UNIV. TAMANGHASSET,,NC,,NC,,NC,16
H01LAL01,LANGUE FRANCAISE,C31,UNIV. TAMANGHASSET,,NC,,NC,,NC,16
H06LAL02,LANGUE ANGLAISE,C31,UNIV. TAMANGHASSET,,NC,,NC,,NC,16
I17LAL01,SCIENCES HUMAINES,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
I19LAL01,SCIENCES SOCIALES,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
J00LAL02,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,C31,UNIV. TAMANGHASSET,,NC,,not_applicable,,not_applicable,16
L00LAL01,LANGUE ET LITTERATURE ARABES,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
M00LAL01,LANGUE ET CULTURE AMAZIGHES,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
P04VAL01,SCIENCES VETERINAIRES,C31,UNIV. TAMANGHASSET,,NC,,NC,,not_applicable,16
A00LAL01,SCIENCES ET TECHNOLOGIES,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
A00TCL01,SCIENCES ET TECHNOLOGIES,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
A01LAN01,GENIE MINIER,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
A05TCL01,GENIE CIVIL,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
A16TCL01,ELECTROTECHNIQUE,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
A19TCL01,GENIE MECANIQUE,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
B00LAL01,SCIENCES DE LA MATIERE,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,16
C01LAL01,INFORMATIQUE,E12,UNIV. TEBESSA,10.19,value,10.17,value,,not_applicable,16
C02LAL01,MATHEMATIQUES,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
D03TCL01,SCIENCES AGRONOMIQUES,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
E03LAL01,GEOLOGIE,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E12,UNIV. TEBESSA,,NC,,NC,,NC,17
F04EAN03,SCIENCES ECONOMIQUES (A DISTANCE),E12,UNIV. TEBESSA,10.0,value,10.29,value,11.41,value,17
G01LAL01,SCIENCES POLITIQUES,E12,UNIV. TEBESSA,,NC,,NC,,NC,17
G02LAL01,DROIT,E12,UNIV. TEBESSA,10.0,value,10.14,value,11.18,value,17
H01LAL01,LANGUE FRANCAISE,E12,UNIV. TEBESSA,,NC,,NC,,NC,17
H06LAL01,LANGUE ANGLAISE,E12,UNIV. TEBESSA,11.49,value,12.25,value,13.1,value,17
I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
I04LAL01,HISTOIRE ET BIG DATA,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
I17LAL01,SCIENCES HUMAINES,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
I19LAL01,SCIENCES SOCIALES,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
I20LAL02,SCIENCES ISLAMIQUES,E12,UNIV. TEBESSA,10.0,value,10.45,value,,not_applicable,17
J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
L00LAL01,LANGUE ET LITTERATURE ARABES,E12,UNIV. TEBESSA,,NC,,NC,,not_applicable,17
N01LAL01,GESTION DES TECHNIQUES URBAINES,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
N02FPN05,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
N05IAL02,ARCHITECTURE,E12,UNIV. TEBESSA,,NC,,not_applicable,,not_applicable,17
A00LAL04,SCIENCES ET TECHNOLOGIES,U47,C. UNIV MAGHNIA,,NC,,not_applicable,,not_applicable,17
A05TCL01,GENIE CIVIL,U47,C. UNIV MAGHNIA,,NC,,not_applicable,,not_applicable,18
F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U47,C. UNIV MAGHNIA,,NC,,NC,,NC,18
G02LAL03,DROIT,U47,C. UNIV MAGHNIA,,NC,,NC,,NC,18
H06LAL03,LANGUE ANGLAISE,U47,C. UNIV MAGHNIA,11.79,value,13.05,value,13.51,value,18
I19LAL02,SCIENCES SOCIALES,U47,C. UNIV MAGHNIA,10.0,value,10.74,value,,not_applicable,18
L00LAL02,LANGUE ET LITTERATURE ARABES,U47,C. UNIV MAGHNIA,,NC,,NC,,not_applicable,18
F00CAN03,FB SECSG ECOLE SUPERIEURE DE MANAGEMENT DE TLEMCEN,P24,ECOLE SUPERIEURE DE MANAGEMENT DE TLEMCEN,15.18,value,,not_applicable,,not_applicable,18
A00CAN02,FB ST ECOLE SUPERIEURE DES SCIENCES APPLIQUEES DE TLEMCEN,P13,ECOLE SUPERIEURE DES SCIENCES APPLIQUEES DE TLEMCEN,15.38,value,,not_applicable,,not_applicable,18
A00LAL03,SCIENCES ET TECHNOLOGIES,U06,UNIV. TLEMCEN,10.38,value,,not_applicable,,not_applicable,18
A00TCL03,SCIENCES ET TECHNOLOGIES,U06,UNIV. TLEMCEN,11.67,value,,not_applicable,,not_applicable,18
A05TCL02,GENIE CIVIL,U06,UNIV. TLEMCEN,11.33,value,,not_applicable,,not_applicable,18
A16TCL01,ELECTROTECHNIQUE,U06,UNIV. TLEMCEN,11.56,value,,not_applicable,,not_applicable,18
A18LAN01,GENIE INDUSTRIEL,U06,UNIV. TLEMCEN,12.76,value,,not_applicable,,not_applicable,18
A19FPN02,GENIE MECANIQUE (FORMATIONS PROFESSIONNALISANTES),U06,UNIV. TLEMCEN,11.91,value,,not_applicable,,not_applicable,18
A19TCL01,GENIE MECANIQUE,U06,UNIV. TLEMCEN,11.32,value,,not_applicable,,not_applicable,18
A22FPN01,GENIEBIOMEDICAL (FORMATIONS PROFESSIONNALISANTES),U06,UNIV. TLEMCEN,14.16,value,,not_applicable,,not_applicable,18
B00LAL02,SCIENCES DE LA MATIERE,U06,UNIV. TLEMCEN,,NC,,not_applicable,,not_applicable,18
C01LAL01,INFORMATIQUE,U06,UNIV. TLEMCEN,12.85,value,13.49,value,,not_applicable,18
C01TCL03,INFORMATIQUE,U06,UNIV. TLEMCEN,13.31,value,13.93,value,,not_applicable,18
C02LAL01,MATHEMATIQUES,U06,UNIV. TLEMCEN,,NC,,NC,,not_applicable,18
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,U06,UNIV. TLEMCEN,10.87,value,12.15,value,,not_applicable,18
D03LAN01,SCIENCES AGRONOMIQUES,U06,UNIV. TLEMCEN,10.04,value,,not_applicable,,not_applicable,19
D03TCL01,SCIENCES AGRONOMIQUES,U06,UNIV. TLEMCEN,,NC,,NC,,not_applicable,19
E03LAL01,GEOLOGIE,U06,UNIV. TLEMCEN,,NC,,NC,,not_applicable,19
F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U06,UNIV. TLEMCEN,10.32,value,11.45,value,12.59,value,19
G01LAL01,SCIENCES POLITIQUES,U06,UNIV. TLEMCEN,10.0,value,10.02,value,11.06,value,19
G02LAL01,DROIT,U06,UNIV. TLEMCEN,10.0,value,10.03,value,11.49,value,19
H01LAL01,LANGUE FRANCAISE,U06,UNIV. TLEMCEN,11.0,value,11.08,value,11.74,value,19
H02LAL01,LANGUE ESPAGNOLE,U06,UNIV. TLEMCEN,12.23,value,13.31,value,14.66,value,19
H03IAL17,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",U06,UNIV. TLEMCEN,,NC,,NC,,not_applicable,19
H06EAN01,LANGUE ANGLAISE (A DISTANCE),U06,UNIV. TLEMCEN,12.98,value,14.06,value,14.78,value,19
H06LAL01,LANGUE ANGLAISE,U06,UNIV. TLEMCEN,12.37,value,13.19,value,14.11,value,19
HF0LAN01,LANGUE ANGLAISE + SCIENCES FINANCIERES ET COMPTABILITE,U06,UNIV. TLEMCEN,13.99,value,14.72,value,,not_applicable,19
I17LAL02,SCIENCES HUMAINES,U06,UNIV. TLEMCEN,10.0,value,10.23,value,,not_applicable,19
I19LAL03,SCIENCES SOCIALES,U06,UNIV. TLEMCEN,10.45,value,11.18,value,,not_applicable,19
I20LAL01,SCIENCES ISLAMIQUES,U06,UNIV. TLEMCEN,11.65,value,12.49,value,,not_applicable,19
K00LAL01,ARTS,U06,UNIV. TLEMCEN,,NC,,NC,,not_applicable,19
L00LAL03,LANGUE ET LITTERATURE ARABES,U06,UNIV. TLEMCEN,10.0,value,10.34,value,,not_applicable,19
N05IAL01,ARCHITECTURE,U06,UNIV. TLEMCEN,13.94,value,,not_applicable,,not_applicable,19
PI0LAN01,MEDECINE + PSYCHOLOGIE,U06,UNIV. TLEMCEN,16.67,value,17.26,value,,not_applicable,19
A05TPN02,GENIE CIVIL (FORMATIONS PROFESSIONNALISANTES),U48,UNIV. TLEMCEN I.S.T.A,13.06,value,13.78,value,,not_applicable,19
D07TPN04,SCIENCES ALIMENTAIRES (CONTROLE ET MANAGEMENT DE LA QUALITE EN INDUSTRIES AGROALIMENTAIRES) (FORMATIONS PROFESSIONNALISANTES),U48,UNIV. TLEMCEN I.S.T.A,13.94,value,,none_assigned,,not_applicable,19
N02TPN01,METIERS DE LA VILLE GEOMETRE TOPOGRAPHE (FORMATIONS PROFESSIONNALISANTES),U48,UNIV. TLEMCEN I.S.T.A,13.11,value,13.7,value,,not_applicable,20
P04VAN04,SCIENCES VETERINAIRES,U41,INSTITUT VETERINAIRE UNIV. TIARET,,NC,,NC,,not_applicable,20
A00LAL01,SCIENCES ET TECHNOLOGIES,U10,UNIV. TIARET,,NC,,not_applicable,,not_applicable,20
A00TCL03,SCIENCES ET TECHNOLOGIES,U10,UNIV. TIARET,,NC,,not_applicable,,not_applicable,20
A05TCL01,GENIE CIVIL,U10,UNIV. TIARET,,NC,,not_applicable,,not_applicable,20
A16TCL01,ELECTROTECHNIQUE,U10,UNIV. TIARET,,NC,,not_applicable,,not_applicable,20
A19TCL01,GENIE MECANIQUE,U10,UNIV. TIARET,,NC,,not_applicable,,not_applicable,20
C01LAL01,INFORMATIQUE,U10,UNIV. TIARET,11.36,value,11.71,value,,not_applicable,20
C02LAL01,MATHEMATIQUES,U10,UNIV. TIARET,,NC,,NC,,not_applicable,20
D03TCL01,SCIENCES AGRONOMIQUES,U10,UNIV. TIARET,,NC,,NC,,not_applicable,20
E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,U10,UNIV. TIARET,,NC,,NC,,not_applicable,20
G01LAL03,SCIENCES POLITIQUES,U10,UNIV. TIARET,,NC,,NC,,NC,20
H01LAL01,LANGUE FRANCAISE,U10,UNIV. TIARET,,NC,,NC,,NC,20
H02LAL01,LANGUE ESPAGNOLE,U10,UNIV. TIARET,10.58,value,11.29,value,12.12,value,20
H04LAL01,LANGUE ALLEMANDE,U10,UNIV. TIARET,12.14,value,14.02,value,13.87,value,20
H06LAL01,LANGUE ANGLAISE,U10,UNIV. TIARET,11.83,value,12.64,value,13.48,value,20
K00LAL01,ARTS,U10,UNIV. TIARET,,NC,,NC,,not_applicable,20
B00LAL01,SCIENCES DE LA MATIERE,U32,UNIV. TIARET (+ A. SOUGHEUR),,NC,,not_applicable,,not_applicable,20
G02LAL01,DROIT,U46,UNIV. TIARET (+ A.SOUGHEUR+A. KSAR CHELLALA),,NC,,NC,,NC,20
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,U14,UNIV. TIARET (+A. KSAR CHELLALA),,NC,,NC,,not_applicable,20
E03LAL01,GEOLOGIE,U14,UNIV. TIARET (+A. KSAR CHELLALA),,NC,,NC,,not_applicable,20
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U14,UNIV. TIARET (+A. KSAR CHELLALA),10.0,value,10.28,value,11.45,value,20
I17LAL01,SCIENCES HUMAINES,U14,UNIV. TIARET (+A. KSAR CHELLALA),,NC,,NC,,not_applicable,20
I19LAL01,SCIENCES SOCIALES,U14,UNIV. TIARET (+A. KSAR CHELLALA),,NC,,NC,,not_applicable,21
L00LAL01,LANGUE ET LITTERATURE ARABES,U14,UNIV. TIARET (+A. KSAR CHELLALA),,NC,,NC,,not_applicable,21
A00LAL04,SCIENCES ET TECHNOLOGIES,C14,UNIV. TIZI OUZOU,10.67,value,,not_applicable,,not_applicable,21
A00TCL02,SCIENCES ET TECHNOLOGIES,C14,UNIV. TIZI OUZOU,13.42,value,,not_applicable,,not_applicable,21
A05TCL01,GENIE CIVIL,C14,UNIV. TIZI OUZOU,12.7,value,,not_applicable,,not_applicable,21
A16TCL01,ELECTROTECHNIQUE,C14,UNIV. TIZI OUZOU,,NC,,not_applicable,,not_applicable,21
A19TCL01,GENIE MECANIQUE,C14,UNIV. TIZI OUZOU,10.64,value,,not_applicable,,not_applicable,21
