code,name_fr,etb_code,institution_fr,min1,min1_status,min2,min2_status,min3,min3_status,page
I19LAL03,SCIENCES SOCIALES,U07,UNIV. SIDI BEL ABBES,,NC,,NC,,not_applicable,33
K00LAL01,ARTS,U07,UNIV. SIDI BEL ABBES,,NC,,NC,,not_applicable,33
K01LAL01,ECRITURE DE SCENARIO,U07,UNIV. SIDI BEL ABBES,,NC,,not_applicable,,not_applicable,33
L00LAL03,LANGUE ET LITTERATURE ARABES,U07,UNIV. SIDI BEL ABBES,,NC,,NC,,not_applicable,33
N05IAL01,ARCHITECTURE,U07,UNIV. SIDI BEL ABBES,14.48,value,,not_applicable,,not_applicable,33
A00CAN16,FB ST ECOLE NATIONALE SUPERIEURE DES TECHNOLOGIES ET D INGENIERIE ANNABA,P12,ECOLE NATIONALE SUPERIEURE DES TECHNOLOGIES ET D INGENIERIE ANNABA,15.56,value,,not_applicable,,not_applicable,33
F00CAN01,FB SECSG ECOLE SUPERIEURE DES SCIENCES DE GESTION DE ANNABA,P23,ECOLE SUPERIEURE DES SCIENCES DE GESTION DE ANNABA,14.71,value,,not_applicable,,not_applicable,33
A00LAL03,SCIENCES ET TECHNOLOGIES,E04,UNIV. ANNABA,10.4,value,,not_applicable,,not_applicable,33
A00TCL01,SCIENCES ET TECHNOLOGIES,E04,UNIV. ANNABA,12.93,value,,not_applicable,,not_applicable,33
A01LAN02,GENIE MINIER,E04,UNIV. ANNABA,12.45,value,,not_applicable,,not_applicable,33
A02EPN01,AUTOMATIQUE (A DISTANCE),E04,UNIV. ANNABA,12.86,value,,not_applicable,,not_applicable,33
A04LAL01,METALLURGIE,E04,UNIV. ANNABA,13.89,value,,not_applicable,,not_applicable,34
A05TCL01,GENIE CIVIL,E04,UNIV. ANNABA,10.17,value,,not_applicable,,not_applicable,34
A08TCL01,GENIE DES PROCEDES,E04,UNIV. ANNABA,11.2,value,,not_applicable,,not_applicable,34
A16TCL01,ELECTROTECHNIQUE,E04,UNIV. ANNABA,11.05,value,,not_applicable,,not_applicable,34
A19TCL01,GENIE MECANIQUE,E04,UNIV. ANNABA,11.39,value,,not_applicable,,not_applicable,34
B00LAL02,SCIENCES DE LA MATIERE,E04,UNIV. ANNABA,10.17,value,,not_applicable,,not_applicable,34
C01LAL01,INFORMATIQUE,E04,UNIV. ANNABA,11.77,value,12.35,value,,not_applicable,34
C01TCL01,INFORMATIQUE,E04,UNIV. ANNABA,14.08,value,14.75,value,,not_applicable,34
C02LAL01,MATHEMATIQUES,E04,UNIV. ANNABA,10.02,value,10.0,value,,not_applicable,34
CA0LAN01,INFORMATIQUE + AUTOMATIQUE,E04,UNIV. ANNABA,14.61,value,15.33,value,,not_applicable,34
CF1LPN02,MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES ECONOMIQUES ET DE GESTION,E04,UNIV. ANNABA,12.72,value,13.35,value,,not_applicable,34
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,E04,UNIV. ANNABA,10.83,value,11.6,value,,not_applicable,34
E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,E04,UNIV. ANNABA,,NC,,NC,,not_applicable,34
E03LAL01,GEOLOGIE,E04,UNIV. ANNABA,,NC,,NC,,not_applicable,34
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E04,UNIV. ANNABA,10.35,value,11.47,value,13.94,value,34
F01FPN01,SCIENCES DE GESTION (FORMATIONS PROFESSIONNALISANTES),E04,UNIV. ANNABA,13.07,value,13.73,value,,not_applicable,34
G01LAL01,SCIENCES POLITIQUES,E04,UNIV. ANNABA,10.0,value,10.6,value,11.53,value,34
G02LAL01,DROIT,E04,UNIV. ANNABA,10.0,value,10.6,value,11.45,value,34
H01LAL01,LANGUE FRANCAISE,E04,UNIV. ANNABA,11.0,value,11.11,value,11.58,value,34
H03IAL04,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",E04,UNIV. ANNABA,,NC,,NC,,not_applicable,34
H06LAL01,LANGUE ANGLAISE,E04,UNIV. ANNABA,12.17,value,12.96,value,13.89,value,34
H07LAL01,LANGUE ITALIENNE,E04,UNIV. ANNABA,12.62,value,,none_assigned,14.38,value,34
I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,E04,UNIV. ANNABA,10.52,value,,not_applicable,,not_applicable,35
I17LAL01,SCIENCES HUMAINES,E04,UNIV. ANNABA,,NC,,NC,,not_applicable,35
I19LAL01,SCIENCES SOCIALES,E04,UNIV. ANNABA,,NC,,NC,,not_applicable,35
L00LAL01,LANGUE ET LITTERATURE ARABES,E04,UNIV. ANNABA,,NC,,NC,,not_applicable,35
N05IAL01,ARCHITECTURE,E04,UNIV. ANNABA,13.37,value,,not_applicable,,not_applicable,35
PC0LAN01,MEDECINE + INFORMATIQUE,E04,UNIV. ANNABA,17.45,value,18.04,value,,not_applicable,35
A00LAL03,SCIENCES ET TECHNOLOGIES,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A00TCL01,SCIENCES ET TECHNOLOGIES,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A05TCL01,GENIE CIVIL,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A08TCL01,GENIE DES PROCEDES,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A12FPN01,HYDRAULIQUE (FORMATIONS PROFESSIONNALISANTES),E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A16FPN02,ELECTROTECHNIQUE (FORMATIONS PROFESSIONNALISANTES),E15,UNIV. GUELMA,11.83,value,,not_applicable,,not_applicable,35
A16TCL01,ELECTROTECHNIQUE,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A19FPN03,GENIE MECANIQUE (FORMATIONS PROFESSIONNALISANTES),E15,UNIV. GUELMA,11.38,value,,not_applicable,,not_applicable,35
A19TCL01,GENIE MECANIQUE,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
A20IAN01,TELECOMMUNICATIONS,E15,UNIV. GUELMA,12.97,value,,not_applicable,,not_applicable,35
B00LAL02,SCIENCES DE LA MATIERE,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,35
C01FPN03,INFORMATIQUE (FORMATIONS PROFESSIONNALISANTES),E15,UNIV. GUELMA,12.83,value,13.12,value,,not_applicable,35
C01LAL02,INFORMATIQUE,E15,UNIV. GUELMA,13.17,value,12.89,value,,not_applicable,35
C01TCL01,INFORMATIQUE,E15,UNIV. GUELMA,12.22,value,12.79,value,,not_applicable,35
C02LAL02,MATHEMATIQUES,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,35
D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,35
D03TCL01,SCIENCES AGRONOMIQUES,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,35
D07FPN02,SCIENCES ALIMENTAIRES (FORMATIONS PROFESSIONNALISANTES),E15,UNIV. GUELMA,12.57,value,,not_applicable,,not_applicable,36
E03LAL02,GEOLOGIE,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,36
F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E15,UNIV. GUELMA,,NC,,NC,,NC,36
G01LAL03,SCIENCES POLITIQUES,E15,UNIV. GUELMA,,NC,,NC,,NC,36
G02LAL01,DROIT,E15,UNIV. GUELMA,,NC,,NC,,NC,36
H01LAL01,LANGUE FRANCAISE,E15,UNIV. GUELMA,,NC,,NC,,NC,36
H03IAL21,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",E15,UNIV. GUELMA,,NC,,NC,,not_applicable,36
H06LAL01,LANGUE ANGLAISE,E15,UNIV. GUELMA,11.57,value,12.58,value,13.19,value,36
I17LAL01,SCIENCES HUMAINES,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,36
I19LAL01,SCIENCES SOCIALES,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,36
L00LAL01,LANGUE ET LITTERATURE ARABES,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,36
N02FPN02,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,36
N05IAL01,ARCHITECTURE,E15,UNIV. GUELMA,,NC,,not_applicable,,not_applicable,36
P04VAL01,SCIENCES VETERINAIRES,E15,UNIV. GUELMA,,NC,,NC,,not_applicable,36
D00CAN10,FB SP ECOLE NATIONALE SUPERIEURE DE BIOTECHNOLOGIE DE CONSTANTINE,P06,ECOLE NATIONALE SUPERIEURE DE BIOTECHNOLOGIE DE CONSTANTINE,15.67,value,16.55,value,,not_applicable,36
A00CAN07,FB ST ECOLE NATIONALE SUPERIEURE POLYTECHNIQUE DE CONSTANTINE,E37,ECOLE NATIONALE SUPERIEURE POLYTECHNIQUE DE CONSTANTINE,16.65,value,,not_applicable,,not_applicable,36
F00CAN02,FB SECSG ECOLE SUPERIEURE DE COMPTABILITE ET DE FINANCE DE CONSTANTINE,P22,ECOLE SUPERIEURE DE COMPTABILITE ET DE FINANCE DE CONSTANTINE,14.83,value,,not_applicable,,not_applicable,36
P04VAN02,SCIENCES VETERINAIRES,E47,INSTITUT VETERINAIRE UNIV.CONSTANTINE 1,14.02,value,14.76,value,,not_applicable,36
PF0LAN01,MEDECINE + SCIENCES ECONOMIQUES,F21,UNIV CONSTANTINE 3 + UNIV CONSTANTINE 2,16.68,value,17.44,value,,not_applicable,36
A00LAL03,SCIENCES ET TECHNOLOGIES,E01,UNIV. CONSTANTINE 1,10.69,value,,not_applicable,,not_applicable,36
A00TCL01,SCIENCES ET TECHNOLOGIES,E01,UNIV. CONSTANTINE 1,12.98,value,,not_applicable,,not_applicable,37
A05TCL01,GENIE CIVIL,E01,UNIV. CONSTANTINE 1,10.64,value,,not_applicable,,not_applicable,37
A14FPN01,INGENIERIE DES TRANSPORTS (FORMATIONS PROFESSIONNALISANTES),E01,UNIV. CONSTANTINE 1,11.02,value,,not_applicable,,not_applicable,37
A14FPN02,INGENIERIE DES TRANSPORTS (FORMATIONS PROFESSIONNALISANTES),E01,UNIV. CONSTANTINE 1,,NC,,not_applicable,,not_applicable,37
A14LAN01,INGENIERIE DES TRANSPORTS,E01,UNIV. CONSTANTINE 1,11.68,value,,not_applicable,,not_applicable,37
A16FPN01,ELECTROTECHNIQUE (FORMATIONS PROFESSIONNALISANTES),E01,UNIV. CONSTANTINE 1,13.1,value,,not_applicable,,not_applicable,37
A16TCL01,ELECTROTECHNIQUE,E01,UNIV. CONSTANTINE 1,10.55,value,,not_applicable,,not_applicable,37
A19FPN01,GENIEMECANIQUE (FORMATIONS PROFESSIONNALISANTES),E01,UNIV. CONSTANTINE 1,12.64,value,,not_applicable,,not_applicable,37
A19TCL01,GENIE MECANIQUE,E01,UNIV. CONSTANTINE 1,11.09,value,,not_applicable,,not_applicable,37
B00LAL02,SCIENCES DE LA MATIERE,E01,UNIV. CONSTANTINE 1,10.37,value,,not_applicable,,not_applicable,37
C02LAL02,MATHEMATIQUES,E01,UNIV. CONSTANTINE 1,10.02,value,10.57,value,,not_applicable,37
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,E01,UNIV. CONSTANTINE 1,11.99,value,13.35,value,,not_applicable,37
D03TCL01,SCIENCES AGRONOMIQUES,E01,UNIV. CONSTANTINE 1,10.39,value,11.31,value,,not_applicable,37
D06FPN01,ECOLOGIE ET ENVIRONNEMENT (FORMATIONS PROFESSIONNALISANTES),E01,UNIV. CONSTANTINE 1,10.63,value,,not_applicable,,not_applicable,37
D07LAN01,SCIENCES ALIMENTAIRES,E01,UNIV. CONSTANTINE 1,13.91,value,,not_applicable,,not_applicable,37
E01LAL02,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,E01,UNIV. CONSTANTINE 1,,NC,,NC,,not_applicable,37
E03LAL03,GEOLOGIE,E01,UNIV. CONSTANTINE 1,,NC,,NC,,not_applicable,37
G02LAL03,DROIT,E01,UNIV. CONSTANTINE 1,10.0,value,10.66,value,11.7,value,37
H01LAL02,LANGUE FRANCAISE,E01,UNIV. CONSTANTINE 1,11.0,value,11.33,value,12.12,value,37
H02LAL01,LANGUE ESPAGNOLE,E01,UNIV. CONSTANTINE 1,14.45,value,,none_assigned,,none_assigned,37
H03IAL03,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",E01,UNIV. CONSTANTINE 1,13.25,value,13.99,value,,not_applicable,38
H06LAL02,LANGUE ANGLAISE,E01,UNIV. CONSTANTINE 1,12.63,value,13.87,value,14.4,value,38
H09LAL01,LANGUE CHINOISE,E01,UNIV. CONSTANTINE 1,12.73,value,13.67,value,,not_applicable,38
L00LAL03,LANGUE ET LITTERATURE ARABES,E01,UNIV. CONSTANTINE 1,10.0,value,10.07,value,,not_applicable,38
A07TPN01,ELECTROMECANIQUE (FORMATIONS PROFESSIONNALISANTES),E46,UNIV. CONSTANTINE 1 I.S.T.A,13.72,value,14.93,value,15.2,value,38
A19TPN01,GENIE MECANIQUE (FORMATIONS PROFESSIONNALISANTES),E46,UNIV. CONSTANTINE 1 I.S.T.A,12.98,value,13.87,value,14.44,value,38
A19TPN03,GENIE MECANIQUE (FORMATIONS PROFESSIONNALISANTES),E46,UNIV. CONSTANTINE 1 I.S.T.A,11.8,value,12.31,value,12.91,value,38
C01LAL02,INFORMATIQUE,E33,UNIV. CONSTANTINE 2,13.81,value,14.49,value,,not_applicable,38
C01TCL01,INFORMATIQUE,E33,UNIV. CONSTANTINE 2,14.79,value,15.52,value,,not_applicable,38
CI1LPN03,MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES,E33,UNIV. CONSTANTINE 2,12.8,value,13.35,value,,not_applicable,38
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E33,UNIV. CONSTANTINE 2,10.88,value,12.06,value,13.43,value,38
FI1LAN01,SANTE ET PROTECTION SOCIALE,E33,UNIV. CONSTANTINE 2,12.85,value,13.47,value,14.18,value,38
I14LAN01,SCIENCES HUMAINES BIBLIOTHECONOMIE,E33,UNIV. CONSTANTINE 2,,NC,,NC,,not_applicable,38
I17LAL02,SCIENCES HUMAINES,E33,UNIV. CONSTANTINE 2,,NC,,NC,,not_applicable,38
I19LAL02,SCIENCES SOCIALES,E33,UNIV. CONSTANTINE 2,10.0,value,10.71,value,,not_applicable,38
J00LAL02,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,E33,UNIV. CONSTANTINE 2,11.98,value,,not_applicable,,not_applicable,38
A08TCL01,GENIE DES PROCEDES,E34,UNIV. CONSTANTINE 3,,NC,,not_applicable,,not_applicable,38
G01LAL02,SCIENCES POLITIQUES,E34,UNIV. CONSTANTINE 3,10.0,value,10.0,value,10.48,value,38
I03LAN02,SCIENCES HUMAINES SCIENCES DE L INFORMATION ET DE LA COMMUNICATION,E34,UNIV. CONSTANTINE 3,,NC,,NC,,not_applicable,38
K00LAL01,ARTS,E34,UNIV. CONSTANTINE 3,,NC,,NC,,not_applicable,39
K01LPL01,PRODUCTION ET DESIGN NUMERIQUE - PRODUCTION DE CONTENU NUMERIQUE,E34,UNIV. CONSTANTINE 3,10.22,value,,not_applicable,,not_applicable,39
K02LAN01,MUSICIEN INTERPRETE ET CREATEUR,E34,UNIV. CONSTANTINE 3,,NC,,not_applicable,,not_applicable,39
N01LAL01,GESTION DES TECHNIQUES URBAINES,E34,UNIV. CONSTANTINE 3,11.0,value,,not_applicable,,not_applicable,39
N02LAN01,MANAGEMENT DES PROJETS DE CONSTRUCTION,E34,UNIV. CONSTANTINE 3,12.62,value,,not_applicable,,not_applicable,39
N04LAL01,URBANISME,E34,UNIV. CONSTANTINE 3,12.52,value,,not_applicable,,not_applicable,39
N05IAL02,ARCHITECTURE,E34,UNIV. CONSTANTINE 3,13.75,value,,not_applicable,,not_applicable,39
A00LAL02,SCIENCES ET TECHNOLOGIES,E53,UNIV. CONSTANTINE 3 (GENIE DES PROCEDES),13.02,value,,not_applicable,,not_applicable,39
F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),10.0,value,10.23,value,11.25,value,39
H08LAL01,LANGUE TURQUE,E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),10.94,value,11.73,value,,not_applicable,39
I17LAL03,SCIENCES HUMAINES,E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),,NC,,NC,,not_applicable,39
I20LAN01,SCIENCES ISLAMIQUES,E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),11.63,value,12.21,value,,not_applicable,39
L00LAL02,LANGUE ET LITTERATURE ARABES,E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),,NC,,NC,,not_applicable,39
A00LAL01,SCIENCES ET TECHNOLOGIES,C17,UNIV. MEDEA,,NC,,not_applicable,,not_applicable,39
A05TCL01,GENIE CIVIL,C17,UNIV. MEDEA,,NC,,not_applicable,,not_applicable,39
A08IAN01,GENIE DES PROCEDES,C17,UNIV. MEDEA,12.3,value,,not_applicable,,not_applicable,39
A08TCL01,GENIE DES PROCEDES,C17,UNIV. MEDEA,,NC,,not_applicable,,not_applicable,39
A16TCL01,ELECTROTECHNIQUE,C17,UNIV. MEDEA,,NC,,not_applicable,,not_applicable,39
A19TCL01,GENIE MECANIQUE,C17,UNIV. MEDEA,,NC,,not_applicable,,not_applicable,39
B00LAL01,SCIENCES DE LA MATIERE,C17,UNIV. MEDEA,,NC,,not_applicable,,not_applicable,39
C01LAL02,INFORMATIQUE,C17,UNIV. MEDEA,13.43,value,14.08,value,,not_applicable,39
C02LAL02,MATHEMATIQUES,C17,UNIV. MEDEA,,NC,,NC,,not_applicable,39
CF0LAN04,MATHEMATIQUES APPLIQUEE + SCIENCES ECONOMIQUES,C17,UNIV. MEDEA,12.29,value,12.96,value,,not_applicable,39
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,C17,UNIV. MEDEA,10.96,value,11.91,value,,not_applicable,40
D03TCL01,SCIENCES AGRONOMIQUES,C17,UNIV. MEDEA,10.31,value,11.25,value,,not_applicable,40
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",C17,UNIV. MEDEA,10.0,value,11.11,value,12.27,value,40
G02LAL03,DROIT,C17,UNIV. MEDEA,10.41,value,11.11,value,11.92,value,40
GF0LAN01,DROIT + SCIENCES FINANCIERES ET COMPTABILITE,C17,UNIV. MEDEA,13.21,value,13.95,value,14.53,value,40
H01LAL02,LANGUE FRANCAISE,C17,UNIV. MEDEA,11.01,value,11.06,value,11.8,value,40
H03IAL22,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",C17,UNIV. MEDEA,,NC,,NC,,not_applicable,40
H06LAL03,LANGUE ANGLAISE,C17,UNIV. MEDEA,12.96,value,13.89,value,14.78,value,40
I17LAL02,SCIENCES HUMAINES,C17,UNIV. MEDEA,,NC,,NC,,not_applicable,40
I19LAL02,SCIENCES SOCIALES,C17,UNIV. MEDEA,10.12,value,10.82,value,,not_applicable,40
L00LAL02,LANGUE ET LITTERATURE ARABES,C17,UNIV. MEDEA,,NC,,NC,,not_applicable,40
P04VAL01,SCIENCES VETERINAIRES,C17,UNIV. MEDEA,13.47,value,15.84,value,,not_applicable,40
D00CAN06,FB SNV ECOLE SUPERIEURE AGRONOMIQUE DE MOSTAGANEM,P72,ECOLE SUPERIEURE AGRONOMIQUE DE MOSTAGANEM,13.87,value,14.58,value,,not_applicable,40
A00LAL01,SCIENCES ET TECHNOLOGIES,U08,UNIV. MOSTAGANEM,10.24,value,,not_applicable,,not_applicable,40
A05TCL01,GENIE CIVIL,U08,UNIV. MOSTAGANEM,12.01,value,,not_applicable,,not_applicable,40
A08TCL01,GENIE DES PROCEDES,U08,UNIV. MOSTAGANEM,13.18,value,,not_applicable,,not_applicable,40
A16TCL01,ELECTROTECHNIQUE,U08,UNIV. MOSTAGANEM,11.78,value,,not_applicable,,not_applicable,40
A19TCL01,GENIE MECANIQUE,U08,UNIV. MOSTAGANEM,10.8,value,,not_applicable,,not_applicable,40
B00LAL01,SCIENCES DE LA MATIERE,U08,UNIV. MOSTAGANEM,,NC,,not_applicable,,not_applicable,40
C01LAL01,INFORMATIQUE,U08,UNIV. MOSTAGANEM,13.03,value,13.64,value,,not_applicable,40
C01TCL03,INFORMATIQUE,U08,UNIV. MOSTAGANEM,14.53,value,15.14,value,,not_applicable,40
C02LAL01,MATHEMATIQUES,U08,UNIV. MOSTAGANEM,,NC,,NC,,not_applicable,40
D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,U08,UNIV. MOSTAGANEM,10.21,value,11.05,value,,not_applicable,40
D03TCL01,SCIENCES AGRONOMIQUES,U08,UNIV. MOSTAGANEM,10.87,value,11.53,value,,not_applicable,41
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",U08,UNIV. MOSTAGANEM,10.0,value,10.62,value,11.7,value,41
F02LAL01,NEGOCIATION ET TECHNOLOGIE FINANCIERE,U08,UNIV. MOSTAGANEM,,NC,,not_applicable,,not_applicable,41
F03FPN02,SCIENCES COMMERCIALES (FORMATIONS PROFESSIONNALISANTES),U08,UNIV. MOSTAGANEM,13.76,value,14.52,value,,not_applicable,41
G01LAL03,SCIENCES POLITIQUES,U08,UNIV. MOSTAGANEM,,NC,,NC,,NC,41
G02LAL01,DROIT,U08,UNIV. MOSTAGANEM,,NC,,NC,,NC,41
H01LAL01,LANGUE FRANCAISE,U08,UNIV. MOSTAGANEM,12.06,value,13.14,value,13.79,value,41
H02LAL01,LANGUE ESPAGNOLE,U08,UNIV. MOSTAGANEM,13.37,value,14.35,value,15.26,value,41
H03IAL19,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",U08,UNIV. MOSTAGANEM,,NC,,NC,,not_applicable,41
H06LAL02,LANGUE ANGLAISE,U08,UNIV. MOSTAGANEM,12.76,value,13.72,value,14.55,value,41
I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,U08,UNIV. MOSTAGANEM,11.24,value,,not_applicable,,not_applicable,41
I17LAL01,SCIENCES HUMAINES,U08,UNIV. MOSTAGANEM,,NC,,NC,,not_applicable,41
I19LAL01,SCIENCES SOCIALES,U08,UNIV. MOSTAGANEM,10.06,value,10.84,value,,not_applicable,41
I20LAL02,SCIENCES ISLAMIQUES,U08,UNIV. MOSTAGANEM,11.33,value,12.14,value,,not_applicable,41
J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,U08,UNIV. MOSTAGANEM,12.66,value,,not_applicable,,not_applicable,41
K00LAL01,ARTS,U08,UNIV. MOSTAGANEM,,none_assigned,10.5,value,,not_applicable,41
K01LPN01,CONCEPTEUR 3D SPECIALISATION EFFETS SPECIAUX VFX,U08,UNIV. MOSTAGANEM,,NC,,not_applicable,,not_applicable,41
L00LAL01,LANGUE ET LITTERATURE ARABES,U08,UNIV. MOSTAGANEM,10.19,value,11.02,value,,not_applicable,41
N04LAL01,URBANISME,U08,UNIV. MOSTAGANEM,11.06,value,,not_applicable,,not_applicable,41
N05IAL01,ARCHITECTURE,U08,UNIV. MOSTAGANEM,13.29,value,,not_applicable,,not_applicable,41
A00LAL02,SCIENCES ET TECHNOLOGIES,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,41
A00TCL01,SCIENCES ET TECHNOLOGIES,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,41
A05TCL01,GENIE CIVIL,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,42
A09FPN01,ENERGIES RENOUVELABLES (FORMATIONS PROFESSIONNALISANTES),E14,UNIV. MSILA,11.92,value,,not_applicable,,not_applicable,42
A16TCL01,ELECTROTECHNIQUE,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,42
A19TCL01,GENIE MECANIQUE,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,42
B00LAL03,SCIENCES DE LA MATIERE,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,42
C01LAL03,INFORMATIQUE,E14,UNIV. MSILA,12.32,value,12.94,value,,not_applicable,42
C02LAL03,MATHEMATIQUES,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
CF0LAN03,MATHEMATIQUES APPLIQUEE + SCIENCES ECONOMIQUES,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
CF1LPN03,MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES ECONOMIQUES ET DE GESTION,E14,UNIV. MSILA,11.64,value,11.96,value,,not_applicable,42
D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
D03TCL01,SCIENCES AGRONOMIQUES,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",E14,UNIV. MSILA,,NC,,NC,,NC,42
FH0LAN01,SCIENCES DE GESTION + LANGUE ANGLAISE,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
G01LAL02,SCIENCES POLITIQUES,E14,UNIV. MSILA,,NC,,NC,,NC,42
G02LAL01,DROIT,E14,UNIV. MSILA,,NC,,NC,,NC,42
GC0LAN01,DROIT + INFORMATIQUE,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
GG0LAN01,DROIT + SCIENCES POLITIQUES,E14,UNIV. MSILA,,NC,,NC,,NC,42
H01LAL03,LANGUE FRANCAISE,E14,UNIV. MSILA,11.0,value,11.13,value,11.59,value,42
H03IAL14,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
H06LAL01,LANGUE ANGLAISE,E14,UNIV. MSILA,12.27,value,13.19,value,14.01,value,42
I17LAL02,SCIENCES HUMAINES,E14,UNIV. MSILA,,NC,,NC,,not_applicable,42
I19LAL03,SCIENCES SOCIALES,E14,UNIV. MSILA,,NC,,NC,,not_applicable,43
I20LAL01,SCIENCES ISLAMIQUES,E14,UNIV. MSILA,11.24,value,12.02,value,,not_applicable,43
J00LAL02,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,43
L00LAL02,LANGUE ET LITTERATURE ARABES,E14,UNIV. MSILA,,NC,,NC,,not_applicable,43
N01LAL01,GESTION DES TECHNIQUES URBAINES,E14,UNIV. MSILA,,NC,,not_applicable,,not_applicable,43
N02FPN04,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),E14,UNIV. MSILA,10.4,value,,not_applicable,,not_applicable,43
N04LAL01,URBANISME,E14,UNIV. MSILA,10.3,value,,not_applicable,,not_applicable,43
N05IAL02,ARCHITECTURE,E14,UNIV. MSILA,12.73,value,,not_applicable,,not_applicable,43
P04VAL01,SCIENCES VETERINAIRES,E14,UNIV. MSILA,12.73,value,13.41,value,,not_applicable,43
A00LAL01,SCIENCES ET TECHNOLOGIES,U13,UNIV. MASCARA,10.87,value,,not_applicable,,not_applicable,43
A00TCL03,SCIENCES ET TECHNOLOGIES,U13,UNIV. MASCARA,12.22,value,,not_applicable,,not_applicable,43
A05TCL01,GENIE CIVIL,U13,UNIV. MASCARA,11.75,value,,not_applicable,,not_applicable,43
